Subject_ID,Skill_Hand,Skill_Computed,Sgm_ID,Dem,GQ_X,GQ_Y,GQ_Z,GQ_RX,GQ_RY,GQ_RZ,avg_F_X,avg_F_Y,avg_F_Z,avg_T_X,avg_T_Y,avg_T_Z,max_F_X,max_F_Y,max_F_Z,max_T_X,max_T_Y,max_T_Z,Pressure_Thumb,Pressure_Index,Pressure_Middle,Pressure_Ring,Pressure_Pinky,Pressure_Palm,max_subsegments,subsegm_X,subsegm_Y,subsegm_Z,avg_VR_Skill,avg_VR_TaskPace,avg_VR_pbCoord,avg_VR_pbGrasp,avg_VR_pbMove,avg_VR_EstimatedFT
13,1,1,2,10,0.76719,1.6919,0.12204,0.028037,0.028108,0.10824,6.7305,4.3689,-7.7364,0.55617,-0.65848,-0.099073,36.563,26.701,0.20779,3.0677,0.086646,0.0022544,0,106.92,16.5,41.5,10.583,32.933,1,1,1,1,4,2,0,0,0,2
13,1,1,2,11,2.4412,0.20028,0.01919,0.0011478,0.0017921,0.001671,4.2462,6.2609,-8.6986,0.64805,-0.55087,-0.11047,26.696,31.74,1.5852,3.7514,0.11613,0.0061974,0,104.5,33.167,36.25,16.167,30.067,1,1,1,1,3,2,0,0,0,2
13,1,1,2,12,1.5853,0.61436,0.40945,0.40113,1.0702,1.0699,3.0792,4.2613,-3.9886,0.47461,-0.32236,-0.073887,24.716,24.652,1.3413,2.7703,0.038834,0.00084661,0.33333,108.33,69.5,35.75,24.833,24.822,1,1,1,1,4,2,0,0,0,2
17,1,0,2,1,1.6152,0.7901,0.40222,0.14929,0.17008,0.24737,3.2168,4.2658,-0.93051,0.45002,-0.36976,-0.05204,14.985,24.556,5.2243,2.8455,0.051112,0.0066617,40.083,70.833,15.083,11.917,21.417,19.089,6,6,4,5,3,2,0,1,0,2
17,1,0,2,2,1.5214,2.54,0.14346,0.046159,0.0278,0.028984,4.4491,6.0457,-3.2439,0.66867,-0.52084,-0.086209,24.242,32.784,2.9782,3.5662,0.058376,0.0092745,0.33333,65.167,10.5,14.917,16.333,11.2,6,6,4,5,4,2,0,0,0,2
17,1,0,2,3,0.596,1.1598,0.53583,0.4483,0.23298,0.46877,2.664,4.5895,-1.9915,0.45377,-0.4003,-0.044117,14.421,20.975,0.99304,2.2924,0.070701,0.0040366,31.917,65.667,25.417,9.4167,19.333,26.333,6,6,4,5,4,2,0,0,0,2
17,1,0,2,4,0.36353,1.3495,0.26763,0.18838,0.025536,0.31422,4.6653,6.1417,-2.669,0.5592,-0.56602,-0.076042,23.461,26.139,0.82543,2.7558,0.028675,0.0029038,12.417,106.17,15.333,12,19.167,29.111,6,6,4,5,3,2,0,1,1,2
17,1,0,2,5,0.43832,0.6659,0.24189,0.48421,0.2786,0.40752,4.9077,5.8009,-3.1543,0.50774,-0.60527,-0.1025,26.695,31.958,0.32686,3.2074,0.048261,0.0034188,9,103.67,4.5833,13.333,17,18.444,6,6,4,5,3,2,0,0,0,2
17,1,0,2,6,1.4649,1.6252,0.77855,0.06908,0.099208,0.078912,3.6228,5.4224,-2.937,0.36563,-0.46964,-0.083305,23.907,29.08,0.74967,2.6395,0.061721,0.0042006,11.667,61.417,15.167,9.5,16.25,20.978,6,6,4,5,3,2,0,0,1,2
17,1,0,2,7,1.1746,0.9743,0.38291,0.25758,0.18926,0.2659,2.2397,4.4768,-2.8342,0.57131,-0.25779,-0.04935,14.004,25.543,2.7005,3.0108,0.063425,0.010142,6.1667,84.583,7.0833,15.083,19.417,21.467,6,6,4,5,3,2,0,0,0,2
17,1,0,2,8,0.65656,2.7749,0.5632,1.3221,0.40787,0.55755,3.02,5.5102,-1.2825,0.58562,-0.524,-0.049445,19.237,25.215,11.788,3.0217,0.087394,0.0058886,0.66667,71.5,23.083,15.583,23.583,18.022,6,6,4,5,5,2,0,0,0,2
17,1,0,2,9,0.49025,1.5248,0.5204,0.33315,0.17891,0.20589,4.4898,5.8995,-0.27596,0.55656,-0.60366,-0.078124,24.648,21.534,8.835,2.5716,0.080341,0.0054515,18.083,84.25,17,10.167,13.25,26.378,6,6,4,5,3,2,0,0,0,2
17,1,0,2,10,1.1765,1.2396,0.72207,0.17256,0.14112,0.028622,1.7501,4.1584,-1.8445,0.47949,-0.26361,-0.054722,14.924,23.872,3.6772,2.6241,0.083719,0.0051321,7.5,79.167,16.917,12.25,14.667,22.378,6,6,4,5,3,2,0,0,0,2
17,1,0,2,11,0.31911,1.2752,0.17793,0.28407,0.16966,0.31223,3.5109,5.3345,-2.3023,0.56035,-0.43648,-0.055552,18.202,24.965,3.8828,3.031,0.076619,0.0018794,6,89.917,13,12.833,17.833,25.444,6,6,4,5,4,2,0,0,0,2
17,1,0,2,12,0.80955,6.0204,0.98357,0.91161,0.42494,0.54133,3.6799,6.1287,-1.6434,0.59442,-0.4574,-0.080533,26.142,33.911,5.6248,3.6598,0.075431,0.0027437,0,59.25,13.333,17.5,16,22.022,6,6,4,5,4,2,0,0,0,2
17,1,0,2,13,0.25989,1.9564,0.37379,0.087126,0.22514,0.30717,3.251,4.0696,0.13227,0.47798,-0.5258,-0.07071,17.108,23.041,18.137,2.7169,0.10903,0.015205,1.8333,62.25,10.917,12.667,18.167,17.067,6,6,4,5,4,2,0,0,0,2
17,1,0,2,14,0.40837,1.781,0.79549,0.37878,0.15635,0.16358,1.4605,4.6493,-0.93016,0.41024,-0.20653,-0.041643,16.652,26.802,0.76572,2.9181,0.081386,0.0039747,6.9167,67,3.1667,14.667,13.083,10.8,6,6,4,5,3,2,0,0,0,2
17,1,0,2,15,0.6783,1.6824,1.3382,0.2588,0.19217,0.1816,3.0789,5.92,-0.91301,0.62182,-0.38811,-0.065229,19.128,28.753,8.5685,3.2583,0.087583,0.0055691,6.9167,73.583,3,15.917,15.167,12.4,6,6,4,5,4,2,0,0,0,2
17,1,0,2,16,1.3562,0.99212,0.74408,0.42249,0.31105,0.26102,3.6507,4.4596,-1.6555,0.46114,-0.48459,-0.089306,20.526,17.517,6.6347,1.8516,0.10226,0.002757,6.8333,77.583,5,13,16.333,20.178,6,6,4,5,4,2,0,0,0,2
17,1,0,2,17,0.18927,1.3517,0.42835,0.41746,0.089433,0.11555,3.7089,4.8742,-0.64556,0.6206,-0.44088,-0.077974,21.651,26.687,3.714,3.1564,0.079683,0.0040715,2.75,89.833,1.75,11.833,16,13.378,6,6,4,5,3,2,0,0,0,2
17,1,0,2,18,0.4151,2.5955,1.1952,0.55656,0.19564,0.19231,3.2397,3.7653,-0.62662,0.4444,-0.44661,-0.08241,20.733,19.643,2.1939,2.2559,0.082792,0.0045921,0,66.917,7.0833,22.667,15.667,8.1333,6,6,4,5,4,2,0,0,0,2
17,1,0,2,19,0.25617,1.124,0.27662,0.43537,0.2795,0.28334,4.8376,4.4795,0.77746,0.57892,-0.79715,-0.11224,25.237,19.513,12.035,2.4747,0.10272,0.0037308,10.333,113.58,5.4167,15.75,12.25,18.467,6,6,4,5,3,2,0,0,0,2
17,1,0,2,20,0.23083,1.0325,0.30451,0.57924,0.32524,0.24935,5.633,3.5106,1.1189,0.36738,-0.73749,-0.11842,21.729,11.944,8.3518,1.3918,0.062396,0.0055533,9.5833,101.5,1.5833,13.25,13.833,16.133,6,6,4,5,4,2,0,0,0,2
18,1,1,2,1,1.4848,0.051878,0.2868,0.23466,0.11165,0.67214,2.2421,2.2003,-1.5803,0.31973,-0.33043,-0.043767,13.2,9.5663,0.9719,1.0732,0.069064,0.012548,1.25,95.833,23.667,15.167,16.583,2.6889,1,1,1,1,4,2,0,0,0,2
18,1,1,2,2,0.88252,1.59,0.80025,0.026807,0.01738,0.020563,1.314,4.253,-1.3432,0.34497,-0.093597,-0.031196,5.9658,15.746,0.50032,1.6877,0.32177,0.020354,1.1667,28.5,71.75,18,12,8.5556,1,1,1,1,4,2,0,0,0,2
18,1,1,2,3,0.86197,0.59786,0.29772,1.2391,0.20483,0.35646,1.5795,2.5851,-1.2571,0.29918,-0.20681,-0.040263,12.801,20.073,0.68657,2.3323,0.10158,0.0026671,4.4167,72.25,37.333,10.833,12.25,4.0222,1,1,1,1,4,2,0,0,0,2
18,1,1,2,4,0.50179,1.2959,0.12362,0.08616,0.28885,0.024548,2.5705,5.2596,-5.6266,0.64088,-0.45802,-0.054166,18.088,21.772,0.3115,2.5387,0.26335,0.0028907,0.1875,67.333,21.917,6.4167,17.25,1.8889,1,1,1,1,4,2,0,0,0,2
18,1,1,2,5,2.1859,0.26884,0.093965,0.023331,0.020726,0.018915,3.8591,1.4684,-2.697,0.26445,-0.47053,-0.0064733,18.125,10.048,0.39711,1.3327,0.08662,0.10028,3.1667,101.17,64.167,15.5,20.333,4.5111,1,1,1,1,4,2,0,0,1,2
18,1,1,2,6,1.4511,0.032088,0.59602,0.14416,0.11116,0.19541,3.3668,3.2644,-3.1508,0.50292,-0.57149,-0.049265,20.248,19.587,0.57553,2.435,0.12563,0.01444,11.167,148.08,50.167,38.083,19.333,4.2667,1,1,1,1,4,2,0,0,0,2
18,1,1,2,7,1.7486,0.87187,0.26026,0.12958,0.10475,0.43195,0.52654,6.2119,-4.1386,0.60701,-0.15895,-0.06305,8.9215,20.009,0.71468,2.2552,0.35119,0.002741,8.9167,112.67,70,24.167,18,2.5778,1,1,1,1,3,2,0,0,0,2
18,1,1,2,8,0.57694,0.89375,0.19682,0.25967,0.15251,0.088874,2.5321,3.7907,-3.6364,0.57788,-0.37349,-0.072689,15.29,27.787,0.50317,3.371,0.1439,0.0054026,5.3333,73.167,77.917,24,12.667,6.3438,1,1,1,1,3,1,0,0,1,2
18,1,1,2,9,0.36124,2.4318,0.062092,0.45012,0.24867,0.30829,3.03,4.8654,-3.4198,0.62038,-0.5292,-0.085724,16.711,21.852,0.37713,2.4773,0.097983,0.0046818,5.5833,118.67,85.167,38.833,18.167,3.7111,1,1,1,1,4,2,0,0,0,2
18,1,1,2,10,0.39943,0.74163,0.056801,0.56387,0.21599,0.2536,4.7662,6.9022,-2.408,0.72157,-0.5472,-0.095579,20.073,21.959,0.85366,2.4736,0.070908,0.0034177,1.3333,93,5.8333,5.1667,10.667,1.25,1,1,1,1,4,2,0,0,0,2
19,1,1,2,1,0.93785,0.079324,0.014301,0.44006,0.33575,0.26685,1.6803,3.4786,1.0102,0.43774,-0.22213,-0.053199,10.33,12.674,5.6069,1.4547,0.069387,0.0041442,0,110.67,9.25,9.0833,14.667,3.1778,1,1,1,1,3,2,0,0,0,2
19,1,1,2,2,0.84039,0.22257,0.00042833,0.23746,0.15889,0.20248,1.2946,1.9731,1.2795,0.26681,-0.20394,-0.053459,11.141,13.87,6.8269,1.6622,0.21324,0.0070979,0,130.25,14.833,14.167,12.167,3.4889,1,1,1,1,3,2,0,0,0,1
19,1,1,2,3,0.40324,0.76449,0.0011274,0.27498,0.12249,0.31371,4.3143,4.7737,1.1674,0.65598,-0.49029,-0.09628,15.166,16.713,7.777,1.9563,0.064349,0.0067342,0,121.58,12.167,16.833,11.75,3,1,1,1,1,4,2,0,0,0,2
19,1,1,2,4,1.0005,2.6365,0.18109,0.015617,0.014902,0.22121,4.3019,3.7768,0.8823,0.46539,-0.4953,-0.090961,16.195,11.417,6.2491,1.4013,0.10086,0.0063925,0,89,12.583,12.5,13.917,3.7111,1,1,1,1,3,2,0,0,0,2
19,1,1,2,5,0.8746,1.1985,0.039428,0.024413,0.025409,0.2119,3.8901,5.4712,1.2598,0.58542,-0.5016,-0.084189,14.718,18.108,9.8232,2.039,0.19627,0.0084899,0,102.67,11.5,12.25,14.333,2.9556,1,1,1,1,3,2,0,0,0,2
19,1,1,2,6,0.5593,0.44346,0.074881,0.12293,0.12753,0.49158,1.7596,4.7349,0.91859,0.54283,-0.19624,-0.045319,6.9164,13.793,5.4657,1.6111,0.035758,0.0023579,0,89.75,12.833,13.75,15.25,3.8222,1,1,1,1,4,2,0,0,0,2
19,1,1,2,7,0.70052,0.30788,0.095029,0.43995,0.70762,0.34163,1.9416,4.302,1.2589,0.53625,-0.22094,-0.055384,8.885,12.678,6.9519,1.5471,0.038369,0.0013687,0.5,93,12.083,7.75,13.583,3.5333,1,1,1,1,3,2,0,0,0,2
19,1,1,2,8,0.64818,0.24523,0.042393,0.27783,0.59181,0.33361,1.9243,5.7602,0.77158,0.64223,-0.24248,-0.057758,7.1413,15.446,4.8375,1.7894,0.14653,0.004785,0.66667,100.5,24.75,11,14.25,4.0444,1,1,1,1,4,2,0,0,0,2
19,1,1,2,9,0.33262,0.14261,0.014936,0.21373,0.70627,0.1638,1.577,4.1279,-0.20002,0.51652,-0.25502,-0.050637,7.6257,13.564,6.3125,1.6,0.058612,0.0029134,0,128.42,15.417,12.167,14.583,2.1333,1,1,1,1,3,2,0,0,1,2
19,1,1,2,10,1.3725,0.41229,0.04898,0.251,0.49712,0.20944,1.5926,4.33,0.62059,0.52822,-0.19616,-0.048489,7.4402,15.226,4.3637,1.7306,0.051776,0.0029115,0,147.25,33.667,17.333,20.917,3.6222,1,1,1,1,3,2,0,0,0,1
19,1,1,2,11,0.36644,0.082905,0.0037799,0.19798,0.36441,0.18627,3.1805,5.9573,0.38396,0.64174,-0.33389,-0.061442,7.9617,17.222,5.3844,1.9422,0.12944,0.0065365,0,115.67,21.583,10.25,13.333,1.5263,1,1,1,1,3,2,0,0,0,2
19,1,1,2,12,0.89328,0.40694,0.078383,0.22891,0.44298,0.26323,2.1358,6.171,-1.4335,0.72953,-0.26746,-0.066561,9.7864,21.661,2.221,2.4182,0.097986,0.0062479,0.5,126.08,29.333,17.583,19.75,2.0889,1,1,1,1,3,2,0,0,0,1
19,1,1,2,13,0.69328,0.26906,0.017744,0.14262,0.36821,0.20842,4.8332,5.5939,2.6103,0.69628,-0.53102,-0.064333,17.586,21.824,13.643,2.5513,0.23516,0.014689,0.1875,120.42,15.083,13.833,13,2.3556,1,1,1,1,3,2,0,0,0,2
19,1,1,2,14,0.72993,0.28375,0.0076041,0.15159,0.18508,0.25711,4.0764,4.8024,0.20191,0.51922,-0.50662,-0.084063,18.04,16.31,5.5942,1.9874,0.036872,0.01429,0,136.58,19.583,11.833,16,2.5111,1,1,1,1,4,2,0,0,0,2
20,0,0,2,1,0.57765,1.4859,0.29901,0.008133,0.0078123,0.021681,0.89007,3.1491,-0.11054,0.39094,-0.13285,-0.033597,6.9111,17.214,1.2091,2.0135,0.096806,0.0034433,0,101.92,14.083,10.667,6.3333,16.667,13,8,11,13,3,2,0,0,0,2
20,0,0,2,2,1.2928,0.55737,0.91047,0.010105,0.011157,0.0021225,0.57876,2.2171,-0.42958,0.27461,-0.1061,-0.033012,7.8995,14.604,1.1405,1.7555,0.093202,0.010769,0,67.417,0.66667,7.0833,5.9167,3.0263,13,8,11,13,2,1,0,1,0,1
20,0,0,2,3,0.88365,2.1847,0.25119,0.0029324,0.0027617,0.0047782,-0.094111,3.3379,0.48087,0.38922,-0.009101,-0.024338,7.4333,17.339,2.5242,2.0075,0.34173,0.0058954,0,67.5,2.9167,7.5833,5.1667,2.8421,13,8,11,13,3,2,0,0,0,1
20,0,0,2,4,1.393,1.3769,0.28852,0.010374,0.0088901,0.012832,-0.48773,3.9367,-1.724,0.48319,-0.0091474,-0.035194,4.1031,19.657,0.55436,2.3053,0.58117,0.014287,0,2.8333,1.25,5.75,6.9167,3.5789,13,8,11,13,3,2,0,0,0,1
20,0,0,2,5,2.1276,3.0468,0.21166,0.0132,0.013312,0.64846,2.5459,4.7552,-0.41436,0.6158,-0.34763,-0.065017,11.931,20.376,1.16,2.31,0.050945,0.0030545,0,54.333,0.83333,10.167,6.6667,3.1579,13,8,11,13,3,2,0,0,0,2
20,0,0,2,6,0.75155,0.7245,0.47068,0.045394,0.040527,0.043986,1.5308,4.7371,-1.5676,0.55421,-0.24184,-0.071672,8.6465,19.162,0.86539,2.186,0.075717,0.0027773,0,90.833,1.5833,1.3333,3,1.4605,13,8,11,13,3,2,0,0,0,2
20,0,0,2,7,0.44005,3.9534,0.18695,0.0010632,0.0010629,0.0012387,1.8791,6.1351,-1.4658,0.70259,-0.26958,-0.066045,7.8157,22.626,2.5604,2.7275,0.051882,0.002885,0,31.333,2.3333,12.417,8.9167,12.067,13,8,11,13,4,2,0,0,0,2
20,0,0,2,8,0.30488,1.2562,0.063333,0.19056,0.39455,0.15883,1.3836,4.5625,-0.88728,0.59367,-0.2046,-0.060228,7.8905,19.1,1.4453,2.2074,0.084532,0.009701,0,86.667,2.4167,9.8333,6.75,7.0889,13,8,11,13,3,2,0,0,0,2
20,0,0,2,9,0.27428,0.71989,0.056537,0.52383,0.10907,0.2621,2.556,3.9003,0.40694,0.49878,-0.33782,-0.091349,12.584,19.416,1.8735,2.2792,0.078158,0.0038875,0,95,0.58333,8.8333,5.8333,3.0658,13,8,11,13,3,2,0,0,0,2
20,0,0,2,10,0.22662,3.3491,0.29038,0.55489,0.32009,0.36391,1.0497,3.604,-0.89525,0.44028,-0.17046,-0.054626,8.1606,17.25,1.0443,2.0882,0.081799,0.0055511,0.1875,31.417,1.6667,13.25,6.5833,3.4474,13,8,11,13,3,2,0,0,0,1
20,0,0,2,11,0.58012,4.6377,0.76243,0.39679,0.021372,0.02228,1.3538,4.3958,-1.8158,0.5258,-0.1773,-0.067291,9.4849,22.744,1.342,2.6404,0.22277,0.0041198,0,12.75,0.25,8.3333,6.6667,3.2895,13,8,11,13,3,2,0,0,0,2
20,0,0,2,12,0.28838,0.84958,0.18576,0.29203,0.068166,0.06005,1.1688,4.0328,-0.34806,0.48099,-0.24014,-0.051918,10.012,19.825,1.0991,2.193,0.058737,0.0031868,0,64.417,1.0833,5.25,6.0833,2.6579,13,8,11,13,3,2,0,0,0,2
21,1,0,2,1,0.19259,1.0661,0.24616,0.2241,0.07628,0.14988,1.8782,2.2379,-0.78759,0.32472,-0.23571,-0.031035,13.652,14.796,1.4646,1.8111,0.025048,0.0013011,0,78.833,78.75,12.25,18.167,16.156,5,5,4,5,3,2,0,0,0,2
21,1,0,2,2,0.49918,1.4839,0.35952,0.033996,0.022881,0.27344,3.301,4.7679,-2.7595,0.5861,-0.33053,-0.07326,13.416,19.103,1.2584,2.3311,0.13709,0.010214,0.25,64.167,37.417,11.583,27.583,8.1111,5,5,4,5,2,2,1,1,0,1
21,1,0,2,3,0.66919,1.5001,0.3667,0.29389,0.13309,0.36834,3.4512,10.734,-2.5633,1.2014,-0.40532,-0.11439,17.361,32.845,1.1474,3.7808,0.58542,0.0020832,0.33333,99.917,33.5,9.6667,19.167,15.578,5,5,4,5,4,2,0,0,0,2
21,1,0,2,4,0.96775,1.3253,0.31791,0.15439,0.13881,0.19377,2.9215,8.1377,-2.3135,0.96755,-0.40032,-0.082115,15.883,33.623,0.73761,4.0764,0.1684,0.0028406,0,95.833,43.583,16.083,20.75,9.5333,5,5,4,5,2,2,1,0,1,2
21,1,0,2,5,0.62127,2.1799,0.2312,0.028078,0.021915,0.2181,1.0113,5.9873,-0.89003,0.72178,-0.12893,-0.068775,9.3037,27.448,0.95632,3.6334,0.28104,0.0087538,0,105.75,47.583,20.25,21.083,9.5778,5,5,4,5,3,2,0,0,0,2
21,1,0,2,6,0.23471,0.88006,0.10553,0.32874,0.30079,0.42849,0.80236,7.3377,-3.3861,0.80602,-0.097195,-0.067093,6.6074,32.036,1.1617,3.7639,0.13916,0.0081009,0,132.33,93.333,15.083,20.75,17.156,5,5,4,5,3,2,0,0,0,1
21,1,0,2,7,0.57136,2.6206,0.52104,0.11085,0.080351,0.13216,2.3204,7.1099,-3.2158,0.87548,-0.43163,-0.060679,13.587,27.122,1.4376,3.302,0.088699,0.24928,0.5,117.08,60.083,20.25,17.75,24.2,5,5,4,5,4,2,0,0,0,2
21,1,0,2,8,1.1286,2.0982,0.3844,0.11949,0.017164,0.026859,-0.072245,5.1554,-2.9608,0.58089,-0.011093,-0.02075,1.9386,23.016,1.2246,2.7225,0.15066,0.0040966,0.5,68,19.333,14.833,15.667,32.644,5,5,4,5,3,2,0,0,0,2
21,1,0,2,9,0.45537,3.5633,0.55354,0.023416,0.016562,0.023009,0.24483,6.1577,-3.0512,0.76863,-0.066214,-0.041782,6.5634,30.549,0.93726,3.5822,0.25138,0.0055606,0.41667,61.333,39.833,14.417,24.083,19.756,5,5,4,5,3,2,0,0,0,2
21,1,0,2,10,0.18108,1.6533,0.20127,0.29275,0.028147,0.28125,0.97064,6.1743,-3.079,0.64787,-0.11417,-0.093501,11.692,24.016,0.8409,2.7862,0.74965,0.0012187,0,90.583,20.083,15.417,20.333,5.0222,5,5,4,5,4,2,0,0,0,2
21,1,0,2,11,0.54916,2.1532,0.43683,0.91356,0.29907,1.2201,0.263,3.3615,-1.5953,0.5463,-0.10343,-0.058688,7.1318,23.558,0.88598,2.8763,0.36081,0.00050942,0.75,56.333,43.333,13.833,21.583,20.289,5,5,4,5,4,2,0,0,0,2
21,1,0,2,12,0.34248,1.7612,0.25297,0.16578,0.14773,0.41142,0.81697,8.0758,-5.122,0.98895,-0.12933,-0.052457,7.5906,28.422,0.84542,3.3142,0.22586,0.0037593,0,57,13.25,10,19.333,3.0395,5,5,4,5,4,2,0,0,0,2
21,1,0,2,13,0.55464,2.6356,0.41582,0.18044,0.14577,0.16892,1.6308,8.7998,-6.931,0.99966,-0.13581,-0.075279,10.62,33.604,0.98329,3.9011,0.3147,0.0036183,0,103.75,18.333,13.75,19.917,4.1333,5,5,4,5,4,2,0,0,0,2
22,0,0,2,1,1.4265,0.63647,0.57975,0.43141,0.20131,0.41192,0.30289,4.9581,-3.3906,0.56105,-0.096253,-0.032634,4.4438,19.732,1.1696,2.3157,0.12073,0.0052389,0.33333,64.167,16.833,11.5,10.75,2.8947,10,5,5,10,3,2,1,0,0,2
22,0,0,2,2,2.0803,0.64586,0.20261,0.027154,0.098577,0.029981,3.5236,6.4458,-2.5561,0.80225,-0.51563,-0.098268,13.846,20.158,5.3268,2.2955,0.10007,0.0064039,0.5,61.5,11.833,10.333,7.1667,4.2889,10,5,5,10,3,1,1,0,0,2
22,0,0,2,3,2.2995,0.32906,0.070515,0.028421,0.078568,0.23321,4.9997,6.6465,-3.8046,0.78269,-0.70687,-0.12522,19.29,20.244,2.0613,2.2984,0.1938,0.0058799,0,58,15.667,9.9167,8.3333,3.5526,10,5,5,10,3,2,0,0,0,2
22,0,0,2,4,2.5853,0.45269,0.10018,0.10294,0.21684,0.56327,7.4278,8.4222,-2.975,0.99503,-0.98463,-0.11627,22.7,19.141,0.96424,2.324,0.039602,0.0088901,0,66.5,8.9167,8.9167,7.5,3.4868,10,5,5,10,3,2,0,0,1,2
22,0,0,2,5,1.7538,0.30005,0.17585,0.068518,0.25185,0.36304,4.579,5.1679,-0.6885,0.64028,-0.61762,-0.077191,16.372,16.577,2.1736,2.1999,0.051833,0.004977,0.25,62,13.5,10.667,7.4167,3.4079,10,5,5,10,4,2,0,0,0,2
22,0,0,2,6,0.27931,0.18212,0.12505,0.17254,0.14235,0.11986,1.9241,5.7231,-2.0952,0.61071,-0.29336,-0.067001,10.701,16.098,3.4917,1.8607,0.09288,0.0070479,2.75,87.583,58.417,11.917,9.9167,4.1778,10,5,5,10,3,1,0,0,0,2
22,0,0,2,7,1.5207,0.18578,0.29555,0.028916,0.1275,0.027301,2.6691,5.8637,-0.63594,0.65902,-0.41099,-0.062915,13.162,17.334,3.0836,2.2543,0.039715,0.0080412,2.5,64.417,54.167,12,9.8333,5.7556,10,5,5,10,4,2,0,0,0,2
22,0,0,2,8,1.0673,0.344,0.28689,0.31492,0.32003,0.35602,1.8912,4.1308,-1.4489,0.53776,-0.33207,-0.035525,9.4677,12.624,3.1971,1.575,0.065887,0.0081642,2.4167,87.083,35.25,14.417,9.9167,7.9111,10,5,5,10,3,2,0,0,0,2
22,0,0,2,9,2.2764,0.18866,0.25522,0.11932,1.0415,0.38435,1.5675,3.557,-1.0744,0.44561,-0.2832,-0.025088,9.1883,12.322,5.9294,1.6707,0.049347,0.0038494,1.5,73.75,14.167,8.25,6.5833,6.7111,10,5,5,10,4,2,0,0,0,2
22,0,0,2,10,2.2836,0.76104,0.12014,0.1758,0.18888,0.31809,3.7439,6.1999,-2.6124,0.81269,-0.62779,-0.028716,12.106,16.271,2.9473,2.0961,0.051302,0.092121,0,60.083,10.583,13.75,11.667,3.3421,10,5,5,10,3,1,0,1,0,2
22,0,0,2,11,2.4143,0.16239,0.12919,0.11888,0.32422,0.21386,2.1954,5.6531,-2.8829,0.62931,-0.34346,-0.060826,14.619,17.425,0.33158,1.9773,0.085457,0.0098082,0,66.417,9,7.0833,7.4167,3.4868,10,5,5,10,3,2,0,0,0,2
22,0,0,2,12,0.65003,0.23874,0.17339,0.14363,0.2834,0.33117,1.6252,4.8866,-1.6071,0.50851,-0.27509,-0.056943,8.3755,17.874,0.42977,2.1458,0.058305,0.016686,0,65.5,10.667,5.6667,6.75,3.3026,10,5,5,10,3,2,0,0,0,2
22,0,0,2,13,2.2268,0.52571,0.19321,0.25494,0.19966,0.64945,2.8483,5.2528,-1.382,0.55263,-0.41703,-0.060538,13.782,21.603,3.5407,2.5997,0.072491,0.015674,0,53.25,6.8333,7.1667,7.0833,3.4079,10,5,5,10,3,2,0,0,0,2
24,1,0,2,1,1.3996,1.4586,0.08256,0.021783,0.019369,0.025362,3.9033,1.1952,-3.5614,0.15062,-0.48785,-0.026489,11.706,5.2234,0.49718,0.6066,0.038712,0.0018958,0.33333,76,17.917,17.417,4.75,6.3556,12,5,7,12,2,2,0,1,1,2
24,1,0,2,2,1.09,1.4379,0.21311,0.015046,0.014172,0.13824,1.145,0.69433,-1.3758,0.082849,-0.13126,-0.0015557,6.5784,3.9743,0.077918,0.50256,0.011258,0.018,0.33333,50.667,39.083,12.917,5.875,6.4667,12,5,7,12,1,1,1,1,0,1
24,1,0,2,3,1.0001,1.8021,0.35484,0.017051,0.015254,0.34915,3.4167,1.4982,-0.034043,0.17845,-0.43232,-0.045012,17.999,7.3686,6.0812,0.91129,0.055267,0.0061757,0.25,23.75,24,9.5,6.6875,9.6444,12,5,7,12,2,2,1,1,1,1
24,1,0,2,4,0.60189,1.8941,0.45859,0.22352,0.023943,0.59769,5.2124,1.6861,-2.068,0.23299,-0.6341,-0.014555,15.471,5.6837,3.1724,0.79494,0.0055014,0.01212,0.33333,25.5,20.167,7.1667,6.9375,5,12,5,7,12,1,1,1,1,1,1
24,1,0,2,5,0.31934,2.1724,0.38574,0.84428,0.2001,1.1522,2.2555,2.0386,-1.7642,0.25359,-0.31331,-0.026872,13.943,11.33,0.48194,1.327,0.053481,0.005302,0.25,31,33.917,9.75,7.9375,10.222,12,5,7,12,2,2,0,1,0,1
24,1,0,2,6,0.507,1.3082,0.30483,0.20874,0.14122,0.35025,2.7264,2.977,-1.5278,0.33138,-0.39362,-0.039602,17.151,10.444,6.4694,1.3349,0.040453,0.0023216,0.33333,70.833,36.583,14.25,8.25,12.867,12,5,7,12,2,2,0,1,0,1
24,1,0,2,7,0.62015,2.2826,0.38688,0.1861,0.11184,0.50711,2.7508,2.793,-5.0597,0.31488,-0.31193,-0.061466,12.301,10.388,0.9747,1.2489,0.046968,0.0039462,0.41667,32.333,40.083,12.417,8,14.578,12,5,7,12,2,2,1,1,0,1
24,1,0,2,8,0.35656,1.2555,0.23693,0.37371,0.014861,0.37566,3.23,1.796,-2.6059,0.21053,-0.35581,-0.037472,15.883,7.1202,2.3332,1.022,0.023653,0.0022122,0.33333,33.667,29.417,8.5,6.8125,5.1111,12,5,7,12,2,2,0,1,1,2
24,1,0,2,9,2.4481,1.5012,1.5229,0.0076804,0.0065081,0.0066934,3.5527,2.603,-1.215,0.3313,-0.42314,-0.083281,20.82,11.592,2.879,1.3774,0.044379,0.0042648,0.33333,17,17.75,5,8.0625,9.3111,12,5,7,12,2,1,1,1,1,1
